Module	Section	Sample Name	Source
Samtools	flagstat	GSM3043057_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043057/GSM3043057_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043093_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043093/GSM3043093_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043058_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043058/GSM3043058_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043094_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043094/GSM3043094_cutadapt_bowtie2_bam_stats.txt
Bowtie 2 / HiSAT2	all_sections	GSM3043057_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043057/GSM3043057_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043093_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043093/GSM3043093_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043058_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043058/GSM3043058_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043094_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043094/GSM3043094_cutadapt_bowtie2.log
Cutadapt	all_sections	GSM3043057_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043057/GSM3043057_cutadapt.log
Cutadapt	all_sections	GSM3043057_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043057/GSM3043057_cutadapt.log
Cutadapt	all_sections	GSM3043093_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043093/GSM3043093_cutadapt.log
Cutadapt	all_sections	GSM3043093_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043093/GSM3043093_cutadapt.log
Cutadapt	all_sections	GSM3043058_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043058/GSM3043058_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043058_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043058/GSM3043058_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043094_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043094/GSM3043094_cutadapt.log
Cutadapt	all_sections	GSM3043094_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043094/GSM3043094_cutadapt.log
FastQC	all_sections	GSM3043057_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043057/GSM3043057_2_fastq.gz_qc/GSM3043057_2_fastqc.zip
