Module	Section	Sample Name	Source
Samtools	flagstat	GSM3043055_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043055/GSM3043055_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043091_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043091/GSM3043091_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043056_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043056/GSM3043056_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043092_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043092/GSM3043092_cutadapt_bowtie2_bam_stats.txt
Bowtie 2 / HiSAT2	all_sections	GSM3043055_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043055/GSM3043055_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043091_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043091/GSM3043091_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043056_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043056/GSM3043056_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043092_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043092/GSM3043092_cutadapt_bowtie2.log
Cutadapt	all_sections	GSM3043055_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043055/GSM3043055_cutadapt.log
Cutadapt	all_sections	GSM3043055_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043055/GSM3043055_cutadapt.log
Cutadapt	all_sections	GSM3043091_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043091/GSM3043091_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043091_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043091/GSM3043091_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043056_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043056/GSM3043056_cutadapt.log
Cutadapt	all_sections	GSM3043056_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043056/GSM3043056_cutadapt.log
Cutadapt	all_sections	GSM3043092_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043092/GSM3043092_cutadapt.log
Cutadapt	all_sections	GSM3043092_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043092/GSM3043092_1.fastq.gz_trimming_report.txt
FastQC	all_sections	GSM3043055_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043055/GSM3043055_cutadapt_1_fastq.gz_qc/GSM3043055_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043055_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043055/GSM3043055_cutadapt_2_fastq.gz_qc/GSM3043055_cutadapt_2_fastqc.zip
FastQC	all_sections	GSM3043055_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043055/GSM3043055_2_fastq.gz_qc/GSM3043055_2_fastqc.zip
FastQC	all_sections	GSM3043055_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043055/GSM3043055_1_fastq.gz_qc/GSM3043055_1_fastqc.zip
