Module	Section	Sample Name	Source
Samtools	flagstat	GSM3043053_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043053/GSM3043053_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043089_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043089/GSM3043089_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043054_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043054/GSM3043054_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043090_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043090/GSM3043090_cutadapt_bowtie2_bam_stats.txt
Bowtie 2 / HiSAT2	all_sections	GSM3043053_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043053/GSM3043053_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043089_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043089/GSM3043089_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043054_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043054/GSM3043054_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043090_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043090/GSM3043090_cutadapt_bowtie2.log
Cutadapt	all_sections	GSM3043053_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043053/GSM3043053_cutadapt.log
Cutadapt	all_sections	GSM3043053_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043053/GSM3043053_cutadapt.log
Cutadapt	all_sections	GSM3043089_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043089/GSM3043089_cutadapt.log
Cutadapt	all_sections	GSM3043089_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043089/GSM3043089_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043054_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043054/GSM3043054_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043054_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043054/GSM3043054_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043090_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043090/GSM3043090_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM3043090_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043090/GSM3043090_2.fastq.gz_trimming_report.txt
FastQC	all_sections	GSM3043053_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043053/GSM3043053_2_fastq.gz_qc/GSM3043053_2_fastqc.zip
FastQC	all_sections	GSM3043053_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043053/GSM3043053_cutadapt_1_fastq.gz_qc/GSM3043053_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043053_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043053/GSM3043053_1_fastq.gz_qc/GSM3043053_1_fastqc.zip
FastQC	all_sections	GSM3043053_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043053/GSM3043053_cutadapt_2_fastq.gz_qc/GSM3043053_cutadapt_2_fastqc.zip
FastQC	all_sections	GSM3043053_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043053/GSM3043053_cutadapt_bowtie2_bam_qc/GSM3043053_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043089_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043089/GSM3043089_2_fastq.gz_qc/GSM3043089_2_fastqc.zip
FastQC	all_sections	GSM3043089_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043089/GSM3043089_cutadapt_bowtie2_bam_qc/GSM3043089_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM3043089_cutadapt_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043089/GSM3043089_cutadapt_1_fastq.gz_qc/GSM3043089_cutadapt_1_fastqc.zip
FastQC	all_sections	GSM3043089_cutadapt_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043089/GSM3043089_cutadapt_2_fastq.gz_qc/GSM3043089_cutadapt_2_fastqc.zip
FastQC	all_sections	GSM3043089_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043089/GSM3043089_1_fastq.gz_qc/GSM3043089_1_fastqc.zip
FastQC	all_sections	GSM3043054_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043054/GSM3043054_2_fastq.gz_qc/GSM3043054_2_fastqc.zip
