Module	Section	Sample Name	Source
Samtools	flagstat	ERR475429_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475429/ERR475429_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	ERR475435_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475435/ERR475435_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	ERR475430_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475430/ERR475430_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	ERR475434_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475434/ERR475434_cutadapt_bowtie2_bam_stats.txt
Bowtie 2 / HiSAT2	all_sections	ERR475429_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475429/ERR475429_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	ERR475435_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475435/ERR475435_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	ERR475430_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475430/ERR475430_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	ERR475434_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475434/ERR475434_cutadapt_bowtie2.log
Cutadapt	all_sections	ERR475429	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475429/ERR475429.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERR475435	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475435/ERR475435.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERR475430	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475430/ERR475430_cutadapt.log
Cutadapt	all_sections	ERR475434	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475434/ERR475434_cutadapt.log
FastQC	all_sections	ERR475429_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475429/ERR475429_cutadapt_fastq.gz_qc/ERR475429_cutadapt_fastqc.zip
FastQC	all_sections	ERR475429_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475429/ERR475429_cutadapt_bowtie2_bam_qc/ERR475429_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	ERR475429	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475429/ERR475429_fastq.gz_qc/ERR475429_fastqc.zip
FastQC	all_sections	ERR475435_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475435/ERR475435_cutadapt_fastq.gz_qc/ERR475435_cutadapt_fastqc.zip
FastQC	all_sections	ERR475435	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475435/ERR475435_fastq.gz_qc/ERR475435_fastqc.zip
FastQC	all_sections	ERR475435_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475435/ERR475435_cutadapt_bowtie2_bam_qc/ERR475435_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	ERR475430_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475430/ERR475430_cutadapt_bowtie2_bam_qc/ERR475430_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	ERR475430_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475430/ERR475430_cutadapt_fastq.gz_qc/ERR475430_cutadapt_fastqc.zip
FastQC	all_sections	ERR475430	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475430/ERR475430_fastq.gz_qc/ERR475430_fastqc.zip
FastQC	all_sections	ERR475434_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475434/ERR475434_cutadapt_bowtie2_bam_qc/ERR475434_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	ERR475434	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475434/ERR475434_fastq.gz_qc/ERR475434_fastqc.zip
FastQC	all_sections	ERR475434_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2457/samples/ERR475434/ERR475434_cutadapt_fastq.gz_qc/ERR475434_cutadapt_fastqc.zip
