Module	Section	Sample Name	Source
Samtools	flagstat	GSM3043067_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043067/GSM3043067_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043103_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043103/GSM3043103_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043068_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043068/GSM3043068_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM3043104_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043104/GSM3043104_cutadapt_bowtie2_bam_stats.txt
Bowtie 2 / HiSAT2	all_sections	GSM3043067_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043067/GSM3043067_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043103_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043103/GSM3043103_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043068_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043068/GSM3043068_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM3043104_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043104/GSM3043104_cutadapt_bowtie2.log
Cutadapt	all_sections	GSM3043067_2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043067/GSM3043067_cutadapt.log
Cutadapt	all_sections	GSM3043067_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043067/GSM3043067_cutadapt.log
Cutadapt	all_sections	GSM3043103_1	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE111874/samples/GSM3043103/GSM3043103_1.fastq.gz_trimming_report.txt
