Module	Section	Sample Name	Source
Samtools	flagstat	GSM1937964_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937964/GSM1937964_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM1937972_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937972/GSM1937972_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM1937965_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937965/GSM1937965_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	GSM1937966_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937966/GSM1937966_cutadapt_bowtie2_bam_stats.txt
Bowtie 2 / HiSAT2	all_sections	GSM1937964_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937964/GSM1937964_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM1937972_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937972/GSM1937972_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM1937965_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937965/GSM1937965_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	GSM1937966_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937966/GSM1937966_cutadapt_bowtie2.log
Cutadapt	all_sections	GSM1937964	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937964/GSM1937964.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM1937972	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937972/GSM1937972.fastq.gz_trimming_report.txt
Cutadapt	all_sections	GSM1937965	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937965/GSM1937965_cutadapt.log
Cutadapt	all_sections	GSM1937966	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937966/GSM1937966_cutadapt.log
FastQC	all_sections	GSM1937964	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937964/GSM1937964_fastq.gz_qc/GSM1937964_fastqc.zip
FastQC	all_sections	GSM1937964_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937964/GSM1937964_cutadapt_bowtie2_bam_qc/GSM1937964_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM1937964_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937964/GSM1937964_cutadapt_fastq.gz_qc/GSM1937964_cutadapt_fastqc.zip
FastQC	all_sections	GSM1937972_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937972/GSM1937972_cutadapt_fastq.gz_qc/GSM1937972_cutadapt_fastqc.zip
FastQC	all_sections	GSM1937972_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937972/GSM1937972_cutadapt_bowtie2_bam_qc/GSM1937972_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM1937972	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937972/GSM1937972_fastq.gz_qc/GSM1937972_fastqc.zip
FastQC	all_sections	GSM1937965_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937965/GSM1937965_cutadapt_bowtie2_bam_qc/GSM1937965_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	GSM1937965_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937965/GSM1937965_cutadapt_fastq.gz_qc/GSM1937965_cutadapt_fastqc.zip
FastQC	all_sections	GSM1937965	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937965/GSM1937965_fastq.gz_qc/GSM1937965_fastqc.zip
FastQC	all_sections	GSM1937966	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937966/GSM1937966_fastq.gz_qc/GSM1937966_fastqc.zip
FastQC	all_sections	GSM1937966_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937966/GSM1937966_cutadapt_fastq.gz_qc/GSM1937966_cutadapt_fastqc.zip
FastQC	all_sections	GSM1937966_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/GSE74932/samples/GSM1937966/GSM1937966_cutadapt_bowtie2_bam_qc/GSM1937966_cutadapt_bowtie2_fastqc.zip
