Module	Section	Sample Name	Source
Samtools	flagstat	SAMEA7034802_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034802/SAMEA7034802_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	SAMEA7034800_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034800/SAMEA7034800_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	SAMEA7034803_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034803/SAMEA7034803_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	SAMEA7034801_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034801/SAMEA7034801_cutadapt_bowtie2_bam_stats.txt
Bowtie 2 / HiSAT2	all_sections	SAMEA7034802_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034802/SAMEA7034802_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	SAMEA7034800_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034800/SAMEA7034800_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	SAMEA7034803_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034803/SAMEA7034803_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	SAMEA7034801_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034801/SAMEA7034801_cutadapt_bowtie2.log
Cutadapt	all_sections	SAMEA7034802	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034802/SAMEA7034802_cutadapt.log
Cutadapt	all_sections	SAMEA7034800	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034800/SAMEA7034800.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SAMEA7034803	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034803/SAMEA7034803.fastq.gz_trimming_report.txt
Cutadapt	all_sections	SAMEA7034801	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034801/SAMEA7034801.fastq.gz_trimming_report.txt
FastQC	all_sections	SAMEA7034802_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034802/SAMEA7034802_cutadapt_fastq.gz_qc/SAMEA7034802_cutadapt_fastqc.zip
FastQC	all_sections	SAMEA7034802_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034802/SAMEA7034802_cutadapt_bowtie2_bam_qc/SAMEA7034802_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	SAMEA7034802	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034802/SAMEA7034802_fastq.gz_qc/SAMEA7034802_fastqc.zip
FastQC	all_sections	SAMEA7034800_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034800/SAMEA7034800_cutadapt_bowtie2_bam_qc/SAMEA7034800_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	SAMEA7034800	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034800/SAMEA7034800_fastq.gz_qc/SAMEA7034800_fastqc.zip
FastQC	all_sections	SAMEA7034800_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034800/SAMEA7034800_cutadapt_fastq.gz_qc/SAMEA7034800_cutadapt_fastqc.zip
FastQC	all_sections	SAMEA7034803_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034803/SAMEA7034803_cutadapt_bowtie2_bam_qc/SAMEA7034803_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	SAMEA7034803_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034803/SAMEA7034803_cutadapt_fastq.gz_qc/SAMEA7034803_cutadapt_fastqc.zip
FastQC	all_sections	SAMEA7034803	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034803/SAMEA7034803_fastq.gz_qc/SAMEA7034803_fastqc.zip
FastQC	all_sections	SAMEA7034801_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034801/SAMEA7034801_cutadapt_bowtie2_bam_qc/SAMEA7034801_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	SAMEA7034801	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034801/SAMEA7034801_fastq.gz_qc/SAMEA7034801_fastqc.zip
FastQC	all_sections	SAMEA7034801_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/PRJEB39185/samples/SAMEA7034801/SAMEA7034801_cutadapt_fastq.gz_qc/SAMEA7034801_cutadapt_fastqc.zip
