Module	Section	Sample Name	Source
Samtools	flagstat	ERR411988_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411988/ERR411988_cutadapt_bowtie2_bam_stats.txt
Samtools	flagstat	ERR411992_cutadapt_bowtie2_bam_stats	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411992/ERR411992_cutadapt_bowtie2_bam_stats.txt
Bowtie 2 / HiSAT2	all_sections	ERR411988_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411988/ERR411988_cutadapt_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	ERR411992_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411992/ERR411992_cutadapt_bowtie2.log
Cutadapt	all_sections	ERR411988	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411988/ERR411988.fastq.gz_trimming_report.txt
Cutadapt	all_sections	ERR411992	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411992/ERR411992_cutadapt.log
FastQC	all_sections	ERR411988_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411988/ERR411988_cutadapt_fastq.gz_qc/ERR411988_cutadapt_fastqc.zip
FastQC	all_sections	ERR411988	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411988/ERR411988_fastq.gz_qc/ERR411988_fastqc.zip
FastQC	all_sections	ERR411988_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411988/ERR411988_cutadapt_bowtie2_bam_qc/ERR411988_cutadapt_bowtie2_fastqc.zip
FastQC	all_sections	ERR411992	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411992/ERR411992_fastq.gz_qc/ERR411992_fastqc.zip
FastQC	all_sections	ERR411992_cutadapt	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411992/ERR411992_cutadapt_fastq.gz_qc/ERR411992_cutadapt_fastqc.zip
FastQC	all_sections	ERR411992_cutadapt_bowtie2	/workspace/rioualen/HT_collections/ChIP-seq_collection/E-MTAB-2211/samples/ERR411992/ERR411992_cutadapt_bowtie2_bam_qc/ERR411992_cutadapt_bowtie2_fastqc.zip
